CampaignID,CampaignName,StartDate,EndDate,Channel,Spend,LeadsGenerated,Conversions,RevenueGenerated,Clicks,Impressions,Likes,Shares,ROI_Percentage,CPA
CMP5722,Summer Sale Blast,2025-12-31,2026-02-11,Influencer,6903.25,1524,463,101990.36,14430,89220,9906,2052,1377.43,14.91
CMP5723,Influencer Buzz,2025-08-08,2025-08-21,Event,19328.93,311,19,4820.72,1912,8908,6790,2855,-75.06,1017.31
CMP5724,Influencer Buzz,2026-02-06,2026-03-21,Influencer,23376.36,6717,2088,336191.89,30745,119404,8769,1620,1338.17,11.2
CMP5725,Summer Sale Blast,2025-08-01,2025-09-10,Email,5870.51,2054,302,148936.71,7559,118298,375,288,2437.03,19.44
CMP5726,New Product Launch,2025-06-14,2025-07-29,Social Media,5413.12,9561,1351,849425.33,41802,404810,5619,2372,15591.97,4.01
CMP5727,Email Re-engagement,2025-09-10,2025-09-17,Social Media,12058.53,3172,132,61591.53,26907,253233,4850,1059,410.77,91.35
CMP5728,Email Re-engagement,2026-03-08,2026-04-20,Social Media,5377.27,15111,611,239950.79,53502,127497,7904,16,4362.32,8.8
CMP5729,Brand Awareness Drive,2025-12-29,2026-01-09,Influencer,21746.55,642,30,4247.41,2453,245196,200,148,-80.47,724.88
CMP5730,Referral Push,2025-12-06,2026-01-16,Event,33176.32,89,28,11809.37,1281,51356,5239,1237,-64.4,1184.87
CMP5731,New Product Launch,2025-11-05,2025-12-03,Event,47463.34,821,72,48289.98,3243,72792,5379,1100,1.74,659.21
CMP5732,Referral Push,2025-06-29,2025-08-04,Social Media,2229.93,3694,976,500448.98,35628,250672,6841,2358,22342.36,2.28
CMP5733,Social Media Hype,2025-05-28,2025-07-03,Social Media,12831.69,8512,1596,458593.89,47533,181693,8692,2994,3473.92,8.04
CMP5734,Mega Discount Drive,2026-02-23,2026-04-07,Email,1578.35,320,7,1407.96,5046,105511,219,2824,-10.8,225.48
CMP5735,Black Friday Promo,2025-11-28,2025-12-13,Event,44637.69,415,84,44727.19,3065,27295,3638,2297,0.2,531.4
CMP5736,Mega Discount Drive,2025-07-30,2025-08-31,Influencer,22322.25,754,211,44471.23,4826,196842,3960,2795,99.22,105.79
CMP5737,Lead Booster,2025-07-21,2025-08-11,Social Media,2927.02,3091,452,44532.87,19817,265399,8787,240,1421.44,6.48
CMP5738,Customer Retention Program,2026-03-16,2026-04-12,Email,7294.25,2350,194,75057.76,18241,32305,814,505,929.0,37.6
CMP5739,Lead Booster,2025-05-22,2025-06-15,Email,2514.66,2989,99,62854.02,12413,19398,4055,1051,2399.5,25.4
CMP5740,Summer Sale Blast,2026-03-04,2026-04-06,Social Media,2712.97,9291,1480,601726.79,34505,327359,6220,1350,22079.63,1.83
CMP5741,Holiday Campaign,2025-10-14,2025-10-30,Influencer,12030.87,4400,627,319605.01,29825,263473,4904,1286,2556.54,19.19
CMP5742,New Product Launch,2026-03-05,2026-03-23,Event,28228.98,162,12,6227.43,808,8022,7329,1288,-77.94,2352.42
CMP5743,Flash Sale Campaign,2025-10-02,2025-10-17,Influencer,20260.65,1078,52,15614.67,6909,110747,3227,2095,-22.93,389.63
CMP5744,Customer Retention Program,2025-07-03,2025-07-27,Event,10255.73,375,98,48217.86,1587,42715,7579,2052,370.16,104.65
CMP5745,Black Friday Promo,2026-03-26,2026-04-16,Social Media,4298.62,4342,849,180114.55,21998,76593,2501,948,4090.06,5.06
CMP5746,Festive Bonanza,2026-01-18,2026-02-15,Email,2428.58,1467,472,228028.3,7056,132410,3666,265,9289.37,5.15
CMP5747,Social Media Hype,2025-12-20,2026-01-16,Email,4564.95,4355,548,313935.55,14626,129023,9713,287,6777.09,8.33
CMP5748,Email Re-engagement,2026-04-03,2026-05-15,Event,16420.99,480,130,90956.9,2105,8739,1785,1109,453.91,126.32
CMP5749,Brand Awareness Drive,2026-04-05,2026-05-01,Influencer,23888.48,2139,384,35742.01,14069,294735,5232,106,49.62,62.21
CMP5750,Email Re-engagement,2025-11-30,2025-12-12,Social Media,14086.09,7412,350,203031.72,53609,232001,9029,512,1341.36,40.25
CMP5751,Holiday Campaign,2026-02-02,2026-03-06,Event,45079.49,594,7,2742.14,3149,16323,2165,2437,-93.92,6439.93
CMP5752,Black Friday Promo,2025-05-16,2025-05-28,Influencer,22644.2,3158,454,218758.59,15011,285820,4373,772,866.07,49.88
CMP5753,Summer Sale Blast,2025-11-27,2025-12-07,Email,5473.01,552,152,69656.09,3662,28129,5724,1098,1172.72,36.01
CMP5754,Mega Discount Drive,2025-10-29,2025-11-14,Event,44681.71,130,40,5272.33,650,21433,120,2846,-88.2,1117.04
CMP5755,New Product Launch,2025-09-15,2025-10-03,Event,37369.8,977,68,20847.43,3981,9216,2395,503,-44.21,549.56
CMP5756,New Product Launch,2025-09-11,2025-09-20,Influencer,22211.97,659,170,35138.25,5026,286713,1437,1823,58.2,130.66
CMP5757,New Product Launch,2025-06-21,2025-07-01,Email,6883.03,1787,67,37010.31,7365,113573,7552,76,437.7,102.73
CMP5758,Brand Awareness Drive,2025-06-15,2025-07-28,Event,29985.13,163,21,6388.35,2965,32425,3205,457,-78.69,1427.86
CMP5759,Holiday Campaign,2025-07-05,2025-07-26,Social Media,3932.13,1630,534,106648.83,32048,203251,1792,976,2612.24,7.36
CMP5760,Email Re-engagement,2025-05-22,2025-06-19,Email,5847.39,1588,497,211258.93,13992,127854,6401,2843,3512.88,11.77
CMP5761,New Product Launch,2026-03-30,2026-05-13,Email,2343.09,401,49,32333.61,4125,153740,3932,2531,1279.96,47.82
CMP5762,Referral Push,2026-02-19,2026-02-26,Event,42718.14,894,270,79642.42,3709,7954,8587,1144,86.44,158.22
CMP5763,Email Re-engagement,2026-02-10,2026-03-08,Social Media,4298.23,7372,2531,405895.08,32064,134733,9176,232,9343.31,1.7
CMP5764,Influencer Buzz,2025-12-20,2026-01-27,Influencer,11714.97,3228,850,543496.32,13579,255260,5848,513,4539.33,13.78
CMP5765,Lead Booster,2026-03-09,2026-03-18,Event,25922.29,84,24,16301.18,1277,43945,3250,70,-37.12,1080.1
CMP5766,Influencer Buzz,2025-08-26,2025-09-19,Email,2399.31,212,51,14567.83,3869,138438,5766,1114,507.17,47.05
CMP5767,New Product Launch,2025-09-06,2025-10-12,Influencer,11752.25,2515,326,131223.01,30901,155314,8450,2675,1016.58,36.05
CMP5768,Brand Awareness Drive,2025-08-19,2025-09-05,Influencer,22956.53,1304,438,288706.67,23062,135945,4385,2676,1157.62,52.41
CMP5769,Influencer Buzz,2026-04-04,2026-05-18,Social Media,4502.0,3408,222,139827.53,19698,321488,5662,2172,3005.9,20.28
CMP5770,Event Outreach,2026-01-19,2026-02-26,Email,1982.69,840,263,180656.51,3203,57821,839,147,9011.69,7.54
CMP5771,Lead Booster,2025-10-15,2025-10-22,Influencer,9295.93,2828,989,494791.96,9707,167444,9029,1970,5222.67,9.4
CMP5772,Brand Awareness Drive,2025-08-27,2025-10-08,Email,3610.55,3174,901,247415.38,12260,65101,6839,992,6752.57,4.01
CMP5773,Holiday Campaign,2025-08-21,2025-09-22,Event,24866.58,249,34,15848.95,1646,41676,5083,2534,-36.26,731.37
CMP5774,Festive Bonanza,2026-03-18,2026-04-30,Event,30306.29,269,69,18086.92,1035,47085,5264,2982,-40.32,439.22
CMP5775,Email Re-engagement,2025-09-15,2025-10-02,Event,28414.03,1086,234,41376.38,4127,29889,3524,373,45.62,121.43
CMP5776,Holiday Campaign,2026-02-14,2026-03-26,Event,11677.8,362,105,41740.88,3377,59890,668,2480,257.44,111.22
CMP5777,Festive Bonanza,2025-06-30,2025-07-28,Email,6121.39,1603,358,29903.31,17232,109384,5936,2784,388.51,17.1
CMP5778,Referral Push,2026-03-01,2026-03-15,Social Media,14016.24,5441,1806,864457.73,20082,404133,8194,1635,6067.54,7.76
CMP5779,Email Re-engagement,2025-06-29,2025-07-17,Event,27746.58,1361,240,71045.98,4991,40849,3381,2113,156.05,115.61
CMP5780,Mega Discount Drive,2025-09-22,2025-10-22,Event,14063.43,196,47,28406.78,1870,79091,1879,1380,101.99,299.22
CMP5781,Lead Booster,2026-02-08,2026-02-24,Influencer,19099.06,884,305,31272.95,4454,132018,9399,1758,63.74,62.62
CMP5782,Black Friday Promo,2025-12-07,2026-01-06,Event,10601.48,1317,327,212939.71,4724,40803,4331,409,1908.58,32.42
CMP5783,Referral Push,2025-11-23,2025-12-31,Event,32002.32,840,125,57672.45,4271,31829,4790,2642,80.21,256.02
CMP5784,Flash Sale Campaign,2025-09-03,2025-10-10,Influencer,20070.82,741,75,9732.4,4125,103654,6502,2829,-51.51,267.61
CMP5785,Brand Awareness Drive,2026-01-30,2026-03-04,Event,36662.55,682,115,41313.6,3770,39550,2248,23,12.69,318.8
CMP5786,Black Friday Promo,2025-06-13,2025-07-24,Social Media,14683.64,4922,1466,1012717.91,43444,261772,6553,2479,6796.91,10.02
CMP5787,Black Friday Promo,2025-06-23,2025-08-01,Event,36520.41,311,66,16251.98,2908,19929,443,1446,-55.5,553.34
CMP5788,Customer Retention Program,2025-09-28,2025-10-09,Social Media,9578.55,10397,1307,592040.79,52928,498564,5316,2699,6080.9,7.33
CMP5789,Customer Retention Program,2025-07-13,2025-07-27,Event,19412.28,96,7,683.47,754,56180,5963,345,-96.48,2773.18
CMP5790,New Product Launch,2025-08-05,2025-09-14,Email,6965.27,4014,1287,126860.93,19037,141452,1988,212,1721.34,5.41
CMP5791,Lead Booster,2025-09-09,2025-10-08,Event,36390.09,154,3,1855.04,815,34331,3039,1055,-94.9,12130.03
CMP5792,Influencer Buzz,2025-05-30,2025-06-13,Influencer,15841.46,3906,829,557470.54,18010,208098,7596,741,3419.06,19.11
CMP5793,Influencer Buzz,2025-09-05,2025-09-18,Email,1368.11,142,24,5916.09,758,28689,2218,2378,332.43,57.0
CMP5794,Email Re-engagement,2025-12-27,2026-02-10,Social Media,14643.38,4628,1368,236418.97,21264,218924,8754,660,1514.51,10.7
CMP5795,Mega Discount Drive,2025-11-12,2025-12-25,Email,6658.44,2453,94,31920.35,16400,141787,8593,2852,379.4,70.83
CMP5796,Event Outreach,2025-10-03,2025-10-14,Influencer,6609.58,3743,154,73730.61,19462,144707,8287,183,1015.51,42.92
CMP5797,Lead Booster,2025-11-28,2025-12-14,Event,13157.47,183,47,14878.47,1240,48788,1916,1016,13.08,279.95
CMP5798,Social Media Hype,2026-02-01,2026-03-14,Event,9484.45,298,89,41364.56,3944,46985,4690,2047,336.13,106.57
CMP5799,Lead Booster,2025-11-19,2025-12-15,Event,48447.67,750,121,52692.3,4758,11910,4680,2117,8.76,400.39
CMP5800,Mega Discount Drive,2026-01-29,2026-02-27,Event,38065.73,920,175,96560.19,3660,21040,7546,1810,153.67,217.52
CMP5801,Holiday Campaign,2026-03-16,2026-04-13,Influencer,19666.29,7373,2106,222274.75,30525,180910,6501,320,1030.23,9.34
CMP5802,Social Media Hype,2026-03-21,2026-05-03,Influencer,7517.76,4245,1384,451444.09,17246,31320,1929,2600,5905.03,5.43
CMP5803,Email Re-engagement,2025-12-22,2026-01-16,Influencer,22348.34,4916,854,425467.85,26752,119232,7507,335,1803.8,26.17
CMP5804,Black Friday Promo,2025-06-18,2025-07-30,Event,20843.62,44,14,7111.56,274,76368,744,1039,-65.88,1488.83
CMP5805,Social Media Hype,2025-12-09,2026-01-06,Email,3286.03,2171,544,114268.4,14724,93235,3295,2901,3377.4,6.04
CMP5806,Holiday Campaign,2025-07-09,2025-07-29,Influencer,20925.6,1287,62,33998.18,12533,93680,1686,242,62.47,337.51
CMP5807,Mega Discount Drive,2026-01-18,2026-03-04,Influencer,23074.51,5764,1494,789255.59,30227,178461,1615,724,3320.47,15.44
CMP5808,Mega Discount Drive,2025-08-22,2025-09-19,Event,42841.12,442,102,30106.2,1883,79563,212,340,-29.73,420.01
CMP5809,New Product Launch,2026-03-15,2026-03-30,Influencer,17381.76,591,101,28187.19,5451,32613,7870,1104,62.17,172.1
CMP5810,Lead Booster,2025-05-15,2025-06-26,Email,1345.52,3619,176,121232.44,15982,199817,9995,646,8910.08,7.64
CMP5811,Holiday Campaign,2025-07-19,2025-08-07,Event,31932.32,384,29,6352.27,2062,45913,4008,2257,-80.11,1101.11
CMP5812,Summer Sale Blast,2025-05-21,2025-06-10,Influencer,16241.66,6984,1879,381832.56,29423,143297,6728,297,2250.95,8.64
CMP5813,Referral Push,2025-06-12,2025-07-07,Event,35948.56,668,210,134788.01,2463,15032,5335,2205,274.95,171.18
CMP5814,Festive Bonanza,2026-01-25,2026-02-08,Social Media,2151.93,8614,2081,1392271.53,42947,416716,9578,765,64598.74,1.03
CMP5815,New Product Launch,2025-09-09,2025-09-20,Event,38960.43,1303,126,13353.61,4381,49950,735,2794,-65.73,309.21
CMP5816,Holiday Campaign,2026-03-14,2026-04-23,Social Media,13941.2,1436,377,239333.18,13374,302066,8254,1238,1616.73,36.98
CMP5817,Lead Booster,2025-12-23,2026-02-01,Influencer,21018.32,2483,79,16285.03,21249,67527,4514,1035,-22.52,266.05
CMP5818,New Product Launch,2025-11-01,2025-11-23,Event,19538.48,1197,71,20274.81,4999,39959,4407,1957,3.77,275.19
CMP5819,Lead Booster,2026-01-22,2026-01-31,Influencer,9302.89,7445,94,33114.98,34219,88466,1222,2456,255.96,98.97
CMP5820,Social Media Hype,2025-06-28,2025-07-05,Email,5488.65,3651,932,626838.26,15069,165388,5183,381,11320.63,5.89
CMP5821,Summer Sale Blast,2025-07-29,2025-08-24,Influencer,11963.94,2678,128,22752.56,26561,188834,9280,1211,90.18,93.47
CMP5822,Referral Push,2025-06-14,2025-07-26,Event,41110.86,940,305,40929.09,3638,66344,7784,1761,-0.44,134.79
CMP5823,Brand Awareness Drive,2026-02-09,2026-03-16,Influencer,16260.17,2128,77,34169.57,9214,238650,6112,2915,110.14,211.17
CMP5824,Holiday Campaign,2026-03-29,2026-04-10,Social Media,14339.74,1529,399,266411.14,23224,410978,5737,2436,1757.85,35.94
CMP5825,Brand Awareness Drive,2025-08-11,2025-08-31,Social Media,7029.75,1796,374,105283.63,10589,100688,2047,1320,1397.69,18.8
CMP5826,Event Outreach,2025-07-28,2025-09-05,Social Media,14808.13,11899,3942,985764.1,42903,212527,9339,108,6556.91,3.76
CMP5827,Email Re-engagement,2025-06-03,2025-07-12,Email,5502.5,2456,142,12625.02,11451,163842,4347,525,129.44,38.75
CMP5828,Customer Retention Program,2025-06-06,2025-07-01,Event,16059.47,1129,235,67094.18,4390,7864,2178,1593,317.79,68.34
CMP5829,Mega Discount Drive,2025-08-02,2025-08-19,Email,3068.92,1770,235,144349.64,8060,71061,1310,254,4603.6,13.06
CMP5830,Mega Discount Drive,2026-01-12,2026-02-18,Social Media,2365.25,5916,1204,696992.2,57091,175151,484,1798,29368.01,1.96
CMP5831,New Product Launch,2026-01-06,2026-02-01,Social Media,11641.21,7748,2457,1626628.02,54376,486462,8796,836,13873.02,4.74
CMP5832,New Product Launch,2026-01-26,2026-02-27,Social Media,5430.27,1221,170,98829.88,9548,249512,5087,2405,1719.98,31.94
CMP5833,Event Outreach,2025-07-08,2025-08-16,Influencer,21812.61,3535,429,112809.19,21668,201384,3911,812,417.17,50.85
CMP5834,Mega Discount Drive,2025-06-09,2025-07-03,Social Media,4820.87,10093,3268,1836648.36,46671,73119,8306,494,37997.86,1.48
CMP5835,Email Re-engagement,2026-01-29,2026-02-27,Influencer,11863.78,1849,268,131699.35,9220,245345,9873,2455,1010.1,44.27
CMP5836,Referral Push,2026-03-21,2026-04-01,Email,6415.37,757,38,22704.59,6916,126188,3453,2865,253.91,168.83
CMP5837,Holiday Campaign,2025-11-23,2025-12-22,Email,3820.85,3115,152,25049.25,11674,154549,8806,83,555.59,25.14
CMP5838,Email Re-engagement,2025-08-17,2025-09-27,Email,6288.21,5215,411,49524.44,19392,186733,3117,1156,687.58,15.3
CMP5839,Influencer Buzz,2025-10-25,2025-11-05,Influencer,18665.47,2810,110,11571.01,17712,72120,7528,2425,-38.01,169.69
CMP5840,Event Outreach,2026-01-26,2026-02-16,Email,1127.58,3724,1066,502473.92,15075,127889,1738,137,44462.15,1.06
CMP5841,Holiday Campaign,2025-09-01,2025-09-15,Event,41621.18,744,64,13911.2,4727,45501,4049,2535,-66.58,650.33
CMP5842,Customer Retention Program,2026-01-04,2026-01-31,Influencer,7034.62,2442,804,114192.77,9603,191623,3129,2716,1523.3,8.75
CMP5843,New Product Launch,2025-09-19,2025-09-27,Social Media,2427.78,4033,1203,498790.1,40609,213990,8833,943,20445.11,2.02
CMP5844,Email Re-engagement,2025-05-31,2025-06-09,Influencer,7907.62,985,241,74860.53,18522,267960,8099,2890,846.69,32.81
CMP5845,Holiday Campaign,2025-09-22,2025-10-07,Influencer,11928.23,2885,373,99582.73,11491,39942,2385,2191,734.85,31.98
CMP5846,Lead Booster,2026-01-28,2026-02-23,Social Media,7039.52,5920,718,320736.04,49495,171911,3162,1996,4456.22,9.8
CMP5847,Brand Awareness Drive,2026-03-26,2026-04-28,Influencer,17353.22,187,55,31706.32,1375,99017,7723,32,82.71,315.51
CMP5848,Customer Retention Program,2025-09-17,2025-10-16,Influencer,19735.76,211,23,3431.69,1727,141131,9391,2313,-82.61,858.08
CMP5849,Event Outreach,2026-01-28,2026-02-13,Event,29209.45,261,64,13304.77,2484,43367,4411,2593,-54.45,456.4
CMP5850,Event Outreach,2025-05-17,2025-06-02,Social Media,4954.85,1176,332,72273.26,6319,60544,1587,297,1358.64,14.92
CMP5851,Festive Bonanza,2026-04-06,2026-05-02,Social Media,8390.47,6752,1915,1164631.88,40424,245930,3621,1043,13780.41,4.38
CMP5852,Holiday Campaign,2025-10-15,2025-11-09,Influencer,23781.45,1876,212,135694.01,14977,194894,5615,1462,470.59,112.18
CMP5853,Summer Sale Blast,2026-01-30,2026-02-15,Influencer,16092.09,2076,115,55754.84,7387,296950,9622,1349,246.47,139.93
CMP5854,Brand Awareness Drive,2026-01-30,2026-03-12,Social Media,8377.57,14617,4692,1483251.21,57414,464842,5812,1415,17605.03,1.79
CMP5855,Referral Push,2025-07-23,2025-09-02,Email,4043.55,1458,469,263078.89,14069,146253,8996,1828,6406.14,8.62
CMP5856,New Product Launch,2025-06-07,2025-06-27,Influencer,8988.13,2654,488,118185.42,11152,136874,2403,1963,1214.91,18.42
CMP5857,Lead Booster,2025-10-08,2025-10-16,Influencer,12595.08,4537,516,57375.95,22215,199754,3960,2963,355.54,24.41
CMP5858,Lead Booster,2025-09-15,2025-09-29,Social Media,8600.46,5556,1448,849989.27,26217,314436,1622,1046,9783.07,5.94
CMP5859,Mega Discount Drive,2026-01-31,2026-03-12,Influencer,14474.86,5095,228,111068.41,18470,275891,8248,383,667.32,63.49
CMP5860,Holiday Campaign,2026-04-05,2026-04-16,Influencer,21535.53,4896,783,413272.25,20411,95626,6802,398,1819.03,27.5
CMP5861,Mega Discount Drive,2025-08-30,2025-09-28,Email,4064.85,1445,121,33842.13,8601,199750,6501,792,732.56,33.59
CMP5862,Referral Push,2026-03-30,2026-05-11,Social Media,13717.83,15912,2277,1119772.55,59016,110071,9247,241,8062.9,6.02
CMP5863,Lead Booster,2025-12-28,2026-01-20,Influencer,7880.44,4467,329,169664.77,29100,118828,4343,445,2052.99,23.95
CMP5864,Flash Sale Campaign,2025-05-12,2025-06-20,Influencer,20350.4,2485,434,128621.89,19225,254773,9627,2674,532.04,46.89
CMP5865,Customer Retention Program,2026-03-17,2026-04-02,Email,1124.59,1992,362,80705.57,6736,122572,4826,834,7076.44,3.11
CMP5866,Email Re-engagement,2025-09-07,2025-10-15,Social Media,4349.91,3199,606,70269.0,28830,203099,5484,2182,1515.41,7.18
CMP5867,Mega Discount Drive,2025-05-22,2025-06-14,Influencer,20429.63,1328,67,20271.81,15218,225807,5339,2046,-0.77,304.92
CMP5868,Referral Push,2026-01-11,2026-02-03,Email,5222.35,2311,310,101689.36,13392,113759,8624,1022,1847.2,16.85
CMP5869,Referral Push,2025-06-04,2025-06-21,Event,41603.23,442,110,70847.16,1835,5495,6508,1155,70.29,378.21
CMP5870,Black Friday Promo,2026-03-14,2026-04-02,Email,2532.89,3072,253,71166.16,11508,196311,2550,2897,2709.68,10.01
CMP5871,Customer Retention Program,2025-12-11,2025-12-26,Event,26546.1,813,239,156897.96,4405,15625,7925,261,491.04,111.07
CMP5872,Festive Bonanza,2025-08-26,2025-09-29,Social Media,9582.14,4537,406,209168.95,28390,266207,7597,2669,2082.9,23.6
CMP5873,Customer Retention Program,2025-12-27,2026-01-25,Email,6679.37,1578,33,7255.26,9194,88243,3767,1822,8.62,202.41
CMP5874,Lead Booster,2025-11-26,2026-01-09,Event,32722.81,202,15,3475.59,1227,62041,6807,2707,-89.38,2181.52
CMP5875,Event Outreach,2025-06-06,2025-07-08,Influencer,5771.85,1257,124,65840.55,12331,264162,9632,322,1040.72,46.55
CMP5876,Black Friday Promo,2026-01-23,2026-03-02,Influencer,18286.39,2993,267,178529.38,28442,211358,9178,433,876.3,68.49
CMP5877,Lead Booster,2025-11-24,2025-12-10,Event,34636.55,639,86,56396.97,4010,73937,5887,2818,62.83,402.75
CMP5878,Customer Retention Program,2026-04-03,2026-05-09,Influencer,10977.69,5905,180,64435.78,23490,235964,4376,1880,486.97,60.99
CMP5879,Customer Retention Program,2026-03-11,2026-03-28,Influencer,22059.07,1102,178,94920.14,7499,229020,764,2240,330.3,123.93
CMP5880,Black Friday Promo,2026-03-01,2026-03-16,Event,30206.37,424,132,50655.71,2003,55237,7107,954,67.7,228.84
CMP5881,Flash Sale Campaign,2025-11-20,2025-12-21,Influencer,22271.98,3524,118,42568.85,32136,87153,6125,55,91.13,188.75
CMP5882,Referral Push,2025-05-16,2025-06-27,Email,1799.69,1857,23,6365.8,17223,61314,2544,2238,253.72,78.25
CMP5883,Brand Awareness Drive,2025-07-18,2025-07-25,Event,32681.47,1068,346,183492.1,4059,70179,8898,2797,461.46,94.46
CMP5884,Influencer Buzz,2025-07-14,2025-08-23,Influencer,12473.52,4407,188,89730.98,28145,55978,2248,2307,619.37,66.35
CMP5885,Summer Sale Blast,2025-07-25,2025-08-11,Influencer,18588.62,4182,1426,195849.04,26423,174236,5988,2310,953.6,13.04
CMP5886,Influencer Buzz,2025-12-01,2026-01-03,Influencer,21986.19,8527,1070,624586.15,33628,206051,3394,817,2740.81,20.55
CMP5887,Customer Retention Program,2026-02-28,2026-03-18,Influencer,24712.09,1034,222,124349.15,18371,293701,9910,328,403.19,111.32
CMP5888,Black Friday Promo,2025-12-05,2025-12-28,Email,4134.5,964,287,192899.65,5988,87723,1005,2791,4565.61,14.41
CMP5889,Brand Awareness Drive,2025-12-31,2026-01-08,Email,3099.76,494,35,21776.48,2075,50462,5463,590,602.52,88.56
CMP5890,Flash Sale Campaign,2025-12-09,2026-01-14,Email,7315.15,3401,1121,374491.55,16917,39038,813,2017,5019.4,6.53
CMP5891,Mega Discount Drive,2025-07-09,2025-07-18,Social Media,14020.49,6759,1071,116544.77,40294,284828,3031,665,731.25,13.09
CMP5892,Summer Sale Blast,2025-05-24,2025-06-15,Event,20242.09,334,24,4608.48,1879,22136,585,2477,-77.23,843.42
CMP5893,Referral Push,2025-07-02,2025-07-19,Email,7802.52,1317,303,190007.21,13653,181605,479,703,2335.2,25.75
CMP5894,Email Re-engagement,2025-09-21,2025-09-29,Email,1741.38,4725,645,183304.11,19151,59596,5230,409,10426.37,2.7
CMP5895,Black Friday Promo,2025-11-27,2025-12-24,Event,37806.53,295,88,8464.95,1904,78465,9921,2691,-77.61,429.62
CMP5896,Event Outreach,2025-08-10,2025-09-12,Influencer,15224.7,5542,217,115075.44,25296,272745,1727,1184,655.85,70.16
CMP5897,Lead Booster,2025-08-20,2025-08-27,Event,11349.81,275,91,39862.79,1552,35976,4851,1864,251.22,124.72
CMP5898,Summer Sale Blast,2026-03-15,2026-04-28,Social Media,7389.05,11957,793,173095.1,50783,351625,7839,302,2242.59,9.32
CMP5899,Summer Sale Blast,2025-09-21,2025-10-17,Social Media,8434.29,1043,172,115743.74,9851,394385,984,1586,1272.3,49.04
CMP5900,Lead Booster,2026-02-08,2026-03-20,Event,29134.14,30,1,365.58,310,75637,8028,2540,-98.75,29134.14
CMP5901,Customer Retention Program,2025-05-31,2025-06-28,Influencer,24232.7,1573,395,184299.25,22815,281919,3577,3000,660.54,61.35
CMP5902,Customer Retention Program,2025-09-17,2025-10-05,Event,34579.64,380,121,68591.25,1983,12055,3427,960,98.36,285.78
CMP5903,Holiday Campaign,2025-05-13,2025-05-21,Email,7333.36,624,199,67473.04,6847,77158,5218,2613,820.08,36.85
CMP5904,Referral Push,2025-07-14,2025-07-21,Email,6359.49,1449,59,36576.04,5122,63803,9137,1594,475.14,107.79
CMP5905,Email Re-engagement,2026-02-15,2026-03-18,Influencer,18926.24,1795,34,20825.89,15627,119601,1627,270,10.04,556.65
CMP5906,Event Outreach,2025-10-04,2025-11-08,Email,3777.46,1723,60,8854.91,16436,92534,6977,296,134.41,62.96
CMP5907,Black Friday Promo,2025-08-17,2025-08-29,Influencer,10596.53,1995,352,83306.71,8589,98452,7861,2859,686.17,30.1
CMP5908,Lead Booster,2025-12-02,2025-12-16,Event,18776.73,581,23,14814.76,2782,34940,8631,1119,-21.1,816.38
CMP5909,Festive Bonanza,2025-12-27,2026-01-12,Event,16043.74,631,201,48819.01,3303,12310,3822,755,204.29,79.82
CMP5910,Influencer Buzz,2025-08-19,2025-08-26,Social Media,12451.52,6760,2173,1037179.92,23966,486911,9581,549,8229.75,5.73
CMP5911,New Product Launch,2026-03-22,2026-04-30,Influencer,5896.52,721,73,7221.89,10475,99512,5374,2877,22.48,80.77
CMP5912,Summer Sale Blast,2025-08-30,2025-10-08,Event,48784.3,296,27,10594.4,1446,70042,3175,1133,-78.28,1806.83
CMP5913,Email Re-engagement,2025-07-14,2025-07-29,Email,6783.86,3270,1140,328615.69,14971,171162,8992,1581,4744.08,5.95
CMP5914,Black Friday Promo,2026-03-27,2026-04-18,Social Media,6932.41,12961,2349,1600026.26,45294,70765,4948,2200,22980.38,2.95
CMP5915,Event Outreach,2025-12-23,2026-01-25,Email,6032.09,888,42,13990.3,4867,35056,5811,1312,131.93,143.62
CMP5916,Customer Retention Program,2025-07-31,2025-08-14,Social Media,2462.94,10101,988,146372.15,42104,481574,6364,1610,5842.98,2.49
CMP5917,Black Friday Promo,2026-02-19,2026-03-19,Event,39439.06,156,54,24661.75,2296,32649,8888,2814,-37.47,730.35
CMP5918,Social Media Hype,2026-02-02,2026-02-13,Social Media,5510.35,3176,776,184046.44,16921,496232,6659,1318,3240.01,7.1
CMP5919,Lead Booster,2025-11-11,2025-12-06,Email,1301.53,1451,294,133000.71,11101,141395,819,1595,10118.8,4.43
CMP5920,Flash Sale Campaign,2025-06-06,2025-07-02,Influencer,16590.49,6325,2132,552018.13,34753,269065,9024,1257,3227.32,7.78
CMP5921,Customer Retention Program,2025-10-02,2025-10-09,Event,8667.36,1158,47,21131.18,4849,55877,894,1424,143.8,184.41
CMP5922,Brand Awareness Drive,2026-04-06,2026-04-21,Social Media,14686.96,8298,339,124842.19,40606,325972,3278,219,750.02,43.32
CMP5923,Holiday Campaign,2026-01-24,2026-02-05,Email,2608.81,2049,194,124542.55,19502,52675,7453,258,4673.92,13.45
CMP5924,Email Re-engagement,2025-07-23,2025-09-04,Event,31865.64,373,23,15196.16,2017,51323,7454,2418,-52.31,1385.46
CMP5925,Brand Awareness Drive,2025-07-04,2025-07-25,Influencer,12475.25,2294,450,254055.89,10168,150329,384,1254,1936.48,27.72
CMP5926,Customer Retention Program,2025-06-21,2025-07-25,Influencer,14724.44,741,181,98018.16,9987,112972,5442,1243,565.68,81.35
